53	0	0	0	-0.12	0.56	183.42	196.44	159.23	308.42
53	0	0	1	0.01	0.55	52.34	193.48	54.78	457.95
53	0	0	2	0.99	0.69	247.68	238.15	446.08	375.79
53	0	0	3	-0.08	0.56	137.79	194.86	122.30	305.88
55	0	1	0	2.50	0.61	112.62	211.74	612.13	332.80
55	0	1	1	2.61	0.59	247.05	206.20	769.09	323.79
55	0	1	2	3.05	0.59	16.06	205.36	1571.39	503.85
55	0	1	3	3.23	0.60	-79.66	209.80	1375.86	479.11
71	0	2	0	3.45	0.58	-227.40	205.27	1358.07	474.20
71	0	2	1	3.50	0.59	-265.23	205.57	1308.66	469.02
71	0	2	2	3.46	0.58	-278.27	205.18	1347.10	479.84
71	0	2	3	3.18	0.58	-92.86	204.32	1338.54	466.25
63	0	3	0	3.18	0.59	-96.26	205.67	1602.79	519.25
63	0	3	1	2.78	0.59	-296.45	206.98	899.57	460.90
63	0	3	2	3.29	0.58	-249.08	204.41	1511.98	515.89
63	0	3	3	3.26	0.59	-97.48	208.11	1531.50	504.72
0	0	4	0	1.85	0.57	851.84	200.84	1222.72	315.34
0	0	4	1	2.11	0.57	762.54	201.36	1185.08	316.07
0	0	4	2	2.17	0.57	695.32	200.85	1128.42	315.29
0	0	4	3	2.12	0.58	794.86	205.12	1219.37	322.11
62	0	5	0	2.98	0.58	-47.24	205.05	1443.56	497.32
62	0	5	1	0.00	0.00	0.00	0.00	0.00	0.00
62	0	5	2	2.49	0.59	167.28	206.10	665.11	323.71
62	0	5	3	2.66	0.60	-99.20	210.40	485.36	342.74
48	0	6	0	1.36	0.62	106.15	215.99	377.99	339.70
48	0	6	1	0.61	0.59	113.41	205.11	236.19	322.29
48	0	6	2	2.00	0.61	248.21	211.80	647.47	332.89
48	0	6	3	0.87	0.61	338.83	211.60	513.74	332.75
43	0	7	0	0.47	0.76	430.33	261.29	523.93	412.72
43	0	7	1	1.93	0.68	-85.61	235.44	301.18	371.14
43	0	7	2	3.25	0.61	-201.62	214.20	1538.78	541.89
43	0	7	3	3.69	0.68	-375.47	235.99	1358.30	554.39
38	0	8	0	1.54	0.62	-137.10	216.27	387.25	426.78
38	0	8	1	0.33	0.57	168.91	201.21	235.80	316.05
38	0	8	2	2.93	0.68	-84.04	236.49	794.88	441.09
38	0	8	3	2.04	0.63	-76.27	219.58	534.71	408.45
42	0	9	0	0.45	0.57	50.58	198.85	177.32	357.55
42	0	9	1	-0.30	0.58	410.84	201.79	350.05	316.89
42	0	9	2	2.82	0.60	45.95	210.66	610.41	330.91
42	0	9	3	0.35	0.65	534.87	225.21	604.74	354.68
59	0	10	0	-0.05	0.55	63.00	193.44	53.97	303.61
59	0	10	1	-0.02	0.55	60.93	193.40	0.00	0.00
59	0	10	2	-0.01	0.55	71.37	193.39	69.10	314.54
59	0	10	3	-0.03	0.55	59.78	193.43	54.06	303.59
39	0	11	0	0.04	0.55	21.65	193.37	38.55	430.14
39	0	11	1	-0.02	0.55	66.86	193.56	61.97	303.80
39	0	11	2	-0.04	0.55	67.42	193.38	59.55	303.51
39	0	11	3	2.42	0.86	-200.75	296.34	598.52	580.11
46	0	12	0	0.01	0.55	27.78	193.37	29.88	320.02
46	0	12	1	-0.01	0.55	39.15	193.35	37.77	314.47
46	0	12	2	0.00	0.55	42.27	193.35	45.23	598.04
46	0	12	3	0.01	0.55	26.65	193.34	31.17	463.11
45	0	13	0	-0.01	0.55	34.41	193.41	32.16	303.56
45	0	13	1	0.01	0.55	28.61	193.36	31.08	342.03
45	0	13	2	-0.05	0.55	67.40	193.42	58.08	303.57
45	0	13	3	-0.01	0.55	39.70	193.36	36.91	303.47
75	0	14	0	3.92	0.73	-505.36	255.07	828.85	502.82
75	0	14	1	3.58	0.60	-298.01	211.08	1279.38	475.91
75	0	14	2	3.42	0.59	-355.38	206.59	1387.92	506.82
75	0	14	3	2.99	0.62	-3.61	217.02	713.92	365.72
64	0	15	0	-0.01	0.55	31.88	193.36	28.79	446.64
64	0	15	1	-0.01	0.55	39.78	193.41	37.30	419.23
64	0	15	2	-0.03	0.55	54.94	193.46	48.63	320.16
64	0	15	3	-0.07	0.55	65.04	193.79	48.95	320.71
66	0	16	0	0.01	0.55	26.14	193.40	29.86	331.08
66	0	16	1	0.00	0.55	44.44	193.46	45.00	325.67
66	0	16	2	0.01	0.55	43.96	193.41	46.56	331.10
66	0	16	3	-0.00	0.55	36.83	193.47	36.39	309.17
